Quarter,StadiumType,Week,Position,Player_Activity,Impact_Type,g_time,x,y,FieldType,HomeScore,Score_Difference,GamePlay,GamePlay_ID,Twist
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:33.500,89.45999908,46.22000122,Natural,0,0,29-538,29-538-31023,97.19999691999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:33.600,89.45999908,46.25,Natural,0,0,29-538,29-538-31023,104.1100006
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:33.700,89.44999695,46.29000092,Natural,0,0,29-538,29-538-31023,107.49000164
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:33.800,89.45999908,46.33000183,Natural,0,0,29-538,29-538-31023,110.31999584000002
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:33.900,89.48000336,46.36000061,Natural,0,0,29-538,29-538-31023,117.03999712000001
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:34.000,89.51000214,46.38999939,Natural,0,0,29-538,29-538-31023,125.37999345999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:34.100,89.52999878,46.40000153,Natural,0,0,29-538,29-538-31023,130.39999767000003
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:34.200,89.55000305,46.41999817,Natural,0,0,29-538,29-538-31023,119.99999618000001
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:34.300,89.55000305,46.43000031,Natural,0,0,29-538,29-538-31023,108.39999386999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:34.400,89.54000092,46.41999817,Natural,0,0,29-538,29-538-31023,105.95999523999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:34.500,89.52999878,46.40000153,Natural,0,0,29-538,29-538-31023,30.309997600000003
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:34.600,89.51000214,46.36999893,Natural,0,0,29-538,29-538-31023,29.61999510000001
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:34.700,89.5,46.34999847,Natural,0,0,29-538,29-538-31023,28.800003000000032
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:34.800,89.48000336,46.36000061,Natural,0,0,29-538,29-538-31023,28.85000610000006
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:34.900,89.47000122,46.36999893,Natural,0,0,29-538,29-538-31023,22.289993200000026
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:35.000,89.44999695,46.34999847,Natural,0,0,29-538,29-538-31023,23.520004200000045
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:35.100,89.5,46.27999878,Natural,0,0,29-538,29-538-31023,23.159988399999946
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:35.200,89.51999664,46.25,Natural,0,0,29-538,29-538-31023,19.89999389999997
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:35.300,89.48999786,46.24000168,Natural,0,0,29-538,29-538-31023,22.460006799999974
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:35.400,89.44999695,46.25,Natural,0,0,29-538,29-538-31023,27.080001899999985
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:35.500,89.41000366,46.25,Natural,0,0,29-538,29-538-31023,30.6499939
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:35.600,89.38999939,46.22999954,Natural,0,0,29-538,29-538-31023,34.169998100000015
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:35.700,89.37999725,46.20000076,Natural,0,0,29-538,29-538-31023,31.080001900000013
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:35.800,89.38999939,46.15999985,Natural,0,0,29-538,29-538-31023,28.360000599999978
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:35.900,89.38999939,46.15999985,Natural,0,0,29-538,29-538-31023,24.070007300000015
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:36.000,89.40000153,46.18999863,Natural,0,0,29-538,29-538-31023,84.80999759999995
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:36.100,89.43000031,46.20999908,Natural,0,0,29-538,29-538-31023,100.51000969999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:36.200,89.43000031,46.22999954,Natural,0,0,29-538,29-538-31023,103.36999510000004
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:36.300,89.43000031,46.25,Natural,0,0,29-538,29-538-31023,110.18998709999997
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:36.400,89.43000031,46.25,Natural,0,0,29-538,29-538-31023,132.41998289999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:36.500,89.43000031,46.27000046,Natural,0,0,29-538,29-538-31023,161.51998900000004
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:36.600,89.43000031,46.27999878,Natural,0,0,29-538,29-538-31023,143.48999977
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:36.700,89.41999817,46.29000092,Natural,0,0,29-538,29-538-31023,151.57999419
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:36.800,89.41999817,46.29000092,Natural,0,0,29-538,29-538-31023,151.81000324
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:36.900,89.41000366,46.29000092,Natural,0,0,29-538,29-538-31023,164.969994538
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:37.000,89.40000153,46.29999924,Natural,0,0,29-538,29-538-31023,154.4400024
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:37.100,89.37999725,46.29999924,Natural,0,0,29-538,29-538-31023,141.2299958
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:37.200,89.37999725,46.29999924,Natural,0,0,29-538,29-538-31023,56.8099976
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:37.300,89.37000275,46.29999924,Natural,0,0,29-538,29-538-31023,43.339996300000024
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:37.400,89.38999939,46.29000092,Natural,0,0,29-538,29-538-31023,38.1999969
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:37.500,89.41000366,46.25999832,Natural,0,0,29-538,29-538-31023,34.53999329999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:37.600,89.41999817,46.25,Natural,0,0,29-538,29-538-31023,33.39999389999997
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:37.700,89.41999817,46.25999832,Natural,0,0,29-538,29-538-31023,36.589996299999996
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:37.800,89.41000366,46.27999878,Natural,0,0,29-538,29-538-31023,43.589996299999996
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:37.900,89.41000366,46.27999878,Natural,0,0,29-538,29-538-31023,38.41999820000001
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:38.000,89.41000366,46.25999832,Natural,0,0,29-538,29-538-31023,24.98999029999996
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:38.100,89.41000366,46.24000168,Natural,0,0,29-538,29-538-31023,32.57000739999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:38.200,89.40000153,46.22999954,Natural,0,0,29-538,29-538-31023,28.810012799999953
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:38.300,89.38999939,46.22999954,Natural,0,0,29-538,29-538-31023,37.970001199999984
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:38.400,89.37999725,46.22999954,Natural,0,0,29-538,29-538-31023,73.63000489999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:38.500,89.37000275,46.22999954,Natural,0,0,29-538,29-538-31023,77.54998779999997
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:38.600,89.36000061,46.24000168,Natural,0,0,29-538,29-538-31023,60.00000000000003
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:38.700,89.36000061,46.25,Natural,0,0,29-538,29-538-31023,49.349990899999995
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:38.800,89.34999847,46.25999832,Natural,0,0,29-538,29-538-31023,69.12998960000002
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:38.900,89.34999847,46.25999832,Natural,0,0,29-538,29-538-31023,141.27999880000002
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:39.000,89.33999634,46.25999832,Natural,0,0,29-538,29-538-31023,132.4499817
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:39.100,89.33000183,46.25,Natural,0,0,29-538,29-538-31023,139.72000119999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:39.200,89.33999634,46.25,Natural,0,0,29-538,29-538-31023,142.7200013
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:39.300,89.36000061,46.25999832,Natural,0,0,29-538,29-538-31023,143.5599976
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:39.400,89.36000061,46.25,Natural,0,0,29-538,29-538-31023,142.469986
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:39.500,89.37000275,46.24000168,Natural,0,0,29-538,29-538-31023,140.75000000000003
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:39.600,89.37000275,46.25999832,Natural,0,0,29-538,29-538-31023,141.29000860000002
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:39.700,89.37000275,46.27999878,Natural,0,0,29-538,29-538-31023,138.91999819999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:39.800,89.37999725,46.31000137,Natural,0,0,29-538,29-538-31023,133.79000850000003
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:39.900,89.34999847,46.31000137,Natural,0,0,29-538,29-538-31023,129.44000249999996
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:40.000,89.33000183,46.34000015,Natural,0,0,29-538,29-538-31023,125.0100098
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:40.100,89.30000305,46.41999817,Natural,0,0,29-538,29-538-31023,120.72000119999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:40.200,89.22000122,46.56000137,Natural,0,0,29-538,29-538-31023,116.13998409999996
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:40.300,89.06999969,46.75999832,Natural,0,0,29-538,29-538-31023,112.3000031
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:40.400,88.83999634,47.00999832,Natural,0,0,29-538,29-538-31023,107.8999939
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:40.500,88.56999969,47.29000092,Natural,0,0,29-538,29-538-31023,103.62998960000002
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:40.600,88.26000214,47.61000061,Natural,0,0,29-538,29-538-31023,100.67999269999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:40.700,87.90000153,47.95000076,Natural,0,0,29-538,29-538-31023,99.72000119999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:40.800,87.51999664,48.29000092,Natural,0,0,29-538,29-538-31023,101.77999879999996
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:40.900,87.06999969,48.63000107,Natural,0,0,29-538,29-538-31023,102.83001709999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:41.000,86.58000183,48.93999863,Natural,0,0,29-538,29-538-31023,105.0599976
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:41.100,86.01000214,49.20999908,Natural,0,0,29-538,29-538-31023,107.11001579999996
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:41.200,85.37999725,49.50999832,Natural,0,0,29-538,29-538-31023,106.02999880000002
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:41.300,84.69000244,49.75,Natural,0,0,29-538,29-538-31023,106.62001040000004
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:41.400,83.94999695,49.95000076,Natural,0,0,29-538,29-538-31023,106.28999330000002
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:41.500,83.18000031,50.09999847,Natural,0,0,29-538,29-538-31023,104.47999569999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:41.600,82.48999786,50.22000122,Natural,0,0,29-538,29-538-31023,103.9599914
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:41.700,81.80999756,50.34000015,Natural,0,0,29-538,29-538-31023,104.74000550000002
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:41.800,80.98000336,50.40999985,Natural,0,0,29-538,29-538-31023,100.68000790000005
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:41.900,80.12000275,50.47999954,Natural,0,0,29-538,29-538-31023,95.92999269999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:42.000,79.27999878,50.52999878,Natural,0,0,29-538,29-538-31023,92.97999580000001
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:42.100,78.44999695,50.58000183,Natural,0,0,29-538,29-538-31023,92.80999760000003
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:42.200,77.62999725,50.63000107,Natural,0,0,29-538,29-538-31023,91.65998840000006
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:42.300,76.70999908,50.65000153,Natural,0,0,29-538,29-538-31023,89.46002190000004
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:42.400,75.77999878,50.65999985,Natural,0,0,29-538,29-538-31023,88.23999020000002
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:42.500,74.83999634,50.66999817,Natural,0,0,29-538,29-538-31023,86.82000729999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:42.600,73.88999939,50.65999985,Natural,0,0,29-538,29-538-31023,85.5899963
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:42.700,72.93000031,50.65000153,Natural,0,0,29-538,29-538-31023,84.41998289999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:42.800,71.97000122,50.63000107,Natural,0,0,29-538,29-538-31023,83.66000370000003
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:42.900,71.01000214,50.61999893,Natural,0,0,29-538,29-538-31023,80.7599946
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:43.000,70.01000214,50.58000183,Natural,0,0,29-538,29-538-31023,80.2099915
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:43.100,69,50.52000046,Natural,0,0,29-538,29-538-31023,77.19998169999997
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:43.200,68,50.47000122,Natural,0,0,29-538,29-538-31023,76.6199799
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:43.300,66.98999786,50.41999817,Natural,0,0,29-538,29-538-31023,75.32998659999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:43.400,65.97000122,50.33000183,Natural,0,0,29-538,29-538-31023,71.97000120000001
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:43.500,64.95999908,50.22000122,Natural,0,0,29-538,29-538-31023,70.11999509999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:43.600,63.93999863,50.11999893,Natural,0,0,29-538,29-538-31023,69.86999509999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:43.700,62.93000031,50.02000046,Natural,0,0,29-538,29-538-31023,65.52998349999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:43.800,61.93000031,49.81999969,Natural,0,0,29-538,29-538-31023,63.11000060000006
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:43.900,60.93999863,49.59999847,Natural,0,0,29-538,29-538-31023,58.50001530000003
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:44.000,59.95000076,49.36999893,Natural,0,0,29-538,29-538-31023,54.84999079999997
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:44.100,58.95999908,49.15000153,Natural,0,0,29-538,29-538-31023,54.3000031
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:44.200,57.99000168,48.84999847,Natural,0,0,29-538,29-538-31023,52.31999210000001
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:44.300,57.02000046,48.52999878,Natural,0,0,29-538,29-538-31023,47.20999150000003
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:44.400,56.04999924,48.22000122,Natural,0,0,29-538,29-538-31023,46.27999879999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:44.500,55.15000153,47.84000015,Natural,0,0,29-538,29-538-31023,46.27999879999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:44.600,54.25999832,47.45999908,Natural,0,0,29-538,29-538-31023,41.38000489999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:44.700,53.38000107,47.06999969,Natural,0,0,29-538,29-538-31023,39.78999330000002
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:44.800,52.5,46.65999985,Natural,0,0,29-538,29-538-31023,39.66999819999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:44.900,51.61999893,46.22999954,Natural,0,0,29-538,29-538-31023,36.16000360000001
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:45.000,50.74000168,45.81000137,Natural,0,0,29-538,29-538-31023,31.539993299999992
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:45.100,49.86999893,45.31999969,Natural,0,0,29-538,29-538-31023,30.770004200000045
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:45.200,49,44.81000137,Natural,0,0,29-538,29-538-31023,28.940002399999997
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:45.300,48.13999939,44.31000137,Natural,0,0,29-538,29-538-31023,25.80999750000001
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:45.400,47.31000137,43.75999832,Natural,0,0,29-538,29-538-31023,25.26000970000004
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:45.500,46.49000168,43.20000076,Natural,0,0,29-538,29-538-31023,26.52999879999996
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:45.600,45.66999817,42.63999939,Natural,0,0,29-538,29-538-31023,24.639999399999994
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:45.700,44.81000137,42.11999893,Natural,0,0,29-538,29-538-31023,25.289993299999992
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:45.800,43.93999863,41.59999847,Natural,0,0,29-538,29-538-31023,31.710006700000008
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:45.900,43.06000137,41.09000015,Natural,0,0,29-538,29-538-31023,34.31999209999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:46.000,42.16999817,40.59000015,Natural,0,0,29-538,29-538-31023,35.139999399999994
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:46.100,41.27000046,40.09000015,Natural,0,0,29-538,29-538-31023,42.16999819999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:46.200,40.36999893,39.59000015,Natural,0,0,29-538,29-538-31023,46.449997000000025
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:46.300,39.47999954,39.16999817,Natural,0,0,29-538,29-538-31023,47.490005500000024
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:46.400,38.58000183,38.75999832,Natural,0,0,29-538,29-538-31023,43.839996299999996
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:46.500,37.68000031,38.34999847,Natural,0,0,29-538,29-538-31023,41.38000489999996
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:46.600,36.84999847,38.04999924,Natural,0,0,29-538,29-538-31023,35.03999330000002
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:46.700,36.02000046,37.77000046,Natural,0,0,29-538,29-538-31023,28.72999569999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:46.800,35.29000092,37.54999924,Natural,0,0,29-538,29-538-31023,25.300003099999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:46.900,34.77000046,37.38000107,Natural,0,0,29-538,29-538-31023,28.49999999999997
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:47.000,34.33000183,37.22000122,Natural,0,0,29-538,29-538-31023,36.02000429999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:47.100,33.95999908,37.11000061,Natural,0,0,29-538,29-538-31023,46.31999209999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:47.200,33.66999817,37,Natural,0,0,29-538,29-538-31023,55.740005499999995
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:47.300,33.45000076,36.90000153,Natural,0,0,29-538,29-538-31023,58.36999519999998
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:47.400,33.25,36.84999847,Natural,0,0,29-538,29-538-31023,59.51998900000001
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:47.500,33.06999969,36.81000137,Natural,0,0,29-538,29-538-31023,73.47001639999999
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:47.600,32.90000153,36.79000092,Natural,0,0,29-538,29-538-31023,1.6999816999999666
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:47.700,32.77999878,36.75999832,Natural,0,0,29-538,29-538-31023,24.589996299999996
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:47.800,32.70999908,36.77999878,Natural,0,0,29-538,29-538-31023,25.140014599999972
1,Outdoor,3,WR,Tackling,Helmet-to-body,2016-08-19 23:53:47.900,32.72999954,36.88999939,Natural,0,0,29-538,29-538-31023,18.16000360000004
